article,sentence,label
A multilayer inference approach to reconstruct.txt,"Availability: The implementation and detailed protocol of the layer approach is available at http://www.egr.msu.edu/changroup/Protocols/Three-layer%20approach",1
A multiobjective memetic algorithm for PPI.txt,"Availability and Implementation: The Cþþ source code to our program, along with compilation and usage instructions, is available at https",1
A multiobjective method for robust identification.txt,"Availability and implementation: Scripts created for the experimentation are available at",1
A multiobjective optimization approach accurately resolves.txt,"Availability and implementation: DAMA software is implemented in Cþþ and the source code can be found at",1
A multiple network learning approach to.txt,"Availability and Implementation: C++ code can be accessed from",1
A multivariate Bernoulli model to predict.txt,"Availability and implementation: Software implementing the method described can be down-loaded at",1
A networkdriven approach for genomewide association.txt,"Availability and implementation: Software is available at",1
A new algorithm for contextbased biomedical.txt,The main difference of the proposed algorithm with respect to the existing methods lies in the new algorithms incorporation of the semantic context associated with diagrams in their source documents into the diagram similarity estimation process,1
A new approach for detecting riboswitches.txt,undertaken to develop bioinformatics tools to predict the presence of riboswitches in RNA sequences (),1
A new approach to bias correction.txt,"Availability: The method is implemented in the seqbias R/Bioconductor package, available freely under the LGPL license from",1
A new correlation clustering method for.txt,"Our new algorithm, named C 3 (Cancer Correlation Clustering), leverages mutual exclusivity of mutations, patient coverage, and driver network concentration principles",1
A new correlation clustering method for.txt,"To test C 3 , we performed a detailed analysis on TCGA breast cancer and glioblastoma data and showed that our algorithm outperforms the state-of-the-art CoMEt method in terms of discovering mutually exclusive gene modules and identifying biologically relevant driver genes",1
A new correlation clustering method for.txt,"Availability: The source code for the C 3 method can be found at https://github.com/jackhou2/C3",1
A new correlation clustering method for.txt,"The C 3 method uses a new agnostic optimization framework specifically developed and rigorously analyzed for the driver discovery task, in which patient data is converted into a simple set of weights used in the objective function that do not require the algorithm to change upon incorporation of new data sources",1
A new correlation clustering method for.txt,"A rigorous mathematical performance analysis of C 3 may be found in the Supplementary Materials, along with more extensive software evaluations and explanations of relevant concepts.",1
A new framework for computational protein.txt,We show that the CFN-based approach is able to solve optimality a variety of complex designs that could often not be solved using a usual CPD-dedicated tool or state-of-the-art exact operations research tools,1
